X Position,Y Position,Time,Angle,Speed,Active,Inactivity Time,Approaching Restrainer,Restrainer Approach Time,Restrainer Ignore Time,Stimulate,Tracking Timestamp
198,157,3.445227821847805,0,0.0,False,1.075884881010925,False,0,3.4452273942141147,False,27.577023241890995
198,157,3.4918587098291596,0,0.0,False,1.1225157689922796,False,0,3.4918582821954693,False,27.624067224015906
198,157,3.5399550984626558,0,0.0,False,1.1706121576257758,False,0,3.5399546708289655,False,27.671104791635486
197,157,3.5881994483525403,0,20.72782,False,1.2188565075156603,False,0,3.58819902071885,False,27.71941670764823
198,157,3.6327507537043786,0,22.44603,False,1.2634078128674986,False,0,3.6327503260706884,False,27.76554170497552
198,157,3.6803622057345677,0,0.0,False,1.3110192648976877,False,0,3.6803617781008775,False,27.812003250016037
198,157,3.7273621415895164,0,0.0,False,1.3580192007526364,False,0,3.727361713955826,False,27.859020291218542
198,157,3.7753499112660087,0,0.0,False,1.4060069704291287,False,0,3.7753494836323185,False,27.90655348628365
198,157,3.8214813230986344,0,0.0,False,1.4521383822617544,False,0,3.821480895464944,False,27.952695161324808
198,157,3.868478693151445,0,0.0,False,1.4991357523145652,False,0,3.868478265517755,False,28.000228784023605
198,157,3.913951976736726,0,0.0,False,1.544609035899846,False,0,3.913951549103036,False,28.046243451859137
198,157,3.961754153392203,0,0.0,False,1.592411212555323,False,0,3.9617537257585127,False,28.093264341764844
198,157,4.008185336440803,0,0.0,False,1.6388423956039233,False,0,4.008184908807113,False,28.140540528982875
198,157,4.05596784194659,0,0.0,False,1.6866249011097096,False,0,4.055967414312899,False,28.18766276807287
198,157,4.103126429900147,0,0.0,False,1.733783489063267,False,0,4.103126002266457,False,28.2349466526973
198,157,4.164390087451089,0,0.0,False,1.795047146614209,False,0,4.164389659817399,False,28.296099125489107
198,157,4.2115328529581575,0,0.0,False,1.8421899121212775,False,0,4.211532425324467,False,28.343170903803802
198,157,4.258205649041031,0,0.0,False,1.888862708204151,False,0,4.258205221407341,False,28.39020718852231
198,157,4.305512625884667,0,0.0,False,1.936169685047787,False,0,4.305512198250977,False,28.437355513267335
197,157,4.35262374649875,0,21.22641,False,1.9832808056618703,False,0,4.35262331886506,False,28.484546601381258
198,157,4.400165066603947,0,21.03433,False,2.0308221257670667,False,0,4.4001646389702564,False,28.531827064936177
198,157,4.445732001967116,0,0.0,False,2.076389061130236,False,0,4.445731574333426,False,28.577512027197503
198,157,4.4925946674079,0,0.0,False,2.12325172657102,False,0,4.49259423977421,False,28.624617588573628
198,157,4.539946973422566,0,0.0,False,2.170604032585686,False,0,4.539946545788876,False,28.6717483803374
198,157,4.587138061536489,0,0.0,False,2.217795120699609,False,0,4.587137633902799,False,28.719001475336228
198,157,4.634412110586073,0,0.0,False,2.265069169749193,False,0,4.634411682952383,False,28.766018944172423
198,157,4.682178366011673,0,0.0,False,2.312835425174793,False,0,4.682177938377983,False,28.813331480254014
198,157,4.72729200966452,0,0.0,False,2.35794906882764,False,0,4.72729158203083,False,28.858784237422224
198,157,4.775165601146057,0,0.0,False,2.405822660309177,False,0,4.775165173512367,False,28.906376018302723
197,157,4.820130428275139,0,22.23961,False,2.4507874874382587,False,0,4.8201300006414485,False,28.952311573905792
198,157,4.867944578673907,0,20.91431,False,2.4986016378370266,False,0,4.867944151040216,False,28.99935384549595
198,157,4.915508990998312,0,0.0,False,2.546166050161432,False,0,4.915508563364622,False,29.047361286322136
197,157,4.962861724646668,0,21.1181,False,2.593518783809788,False,0,4.962861297012978,False,29.094532703286365
198,157,5.009532382561098,0,21.42674,False,2.6401894417242175,False,0,5.009531954927407,True,29.139556116230835
198,157,5.055839551839895,0,0.0,False,2.6864966110030153,False,0,5.055839124206205,True,29.1872967136351
198,157,5.101208065171374,0,0.0,False,2.731865124334494,False,0,5.101207637537684,True,29.23337595415767
196,157,5.16255468365798,0,32.60163,False,2.7932117428211,False,0,5.16255425602429,True,29.294241912377856
198,157,5.21235476490838,0,40.16058,False,2.8430118240714997,False,0,5.212354337274689,True,29.343808505634073
197,157,5.257937095084351,0,21.93833,False,2.888594154247471,False,0,5.257936667450661,True,29.389888173790332
198,157,5.306203681926064,0,20.71827,False,2.936860741089184,False,0,5.306203254292374,True,29.437878081635272
197,153,5.3508281126387125,0,92.3957,False,2.9814851718018325,False,0,5.350827685005022,True,29.48391199298681
196,157,5.399589471658576,0,84.55682,False,3.030246530821696,False,0,5.399589044024886,True,29.530945284269496
196,157,5.446533387500267,0,0.0,False,3.077190446663387,False,0,5.446532959866577,True,29.578809895443563
196,157,5.494142701362012,0,0.0,False,3.124799760525132,False,0,5.494142273728322,True,29.62582266030918
196,157,5.540910859757531,0,0.0,False,3.171567918920651,False,0,5.540910432123841,True,29.67230430413308
195,157,5.587263358207359,0,21.57381,False,3.217920417370479,False,0,5.587262930573669,True,29.719562530736173
194,157,5.634370202484551,0,21.22834,False,3.2650272616476705,False,0,5.63436977485086,True,29.765898779105818
195,156,5.680910859757532,0,30.38663,False,3.3115679189206517,False,0,5.6809104321238415,True,29.81324937458573
